Company,StoreID,SKU,StockRequested
Company3,CO3-35,BR3/195/60R14,9
Company3,CO3-35,BR3/195/60R15,13
Company3,CO3-35,BR3/205/60R16,13
Company3,CO3-35,BR4/205/60R15,7
Company3,CO3-36,BR1/185/60R13,6
Company3,CO3-36,BR1/185/60R14,5
Company3,CO3-36,BR1/185/65R14,3
Company3,CO3-36,BR1/195/60R15,7
Company3,CO3-36,BR1/205/60R15,9
Company3,CO3-36,BR2/185/60R14,8
Company3,CO3-36,BR2/195/60R15,22
Company3,CO3-36,BR3/185/60R14,16
Company3,CO3-36,BR3/185/65R14,5
Company3,CO3-36,BR3/195/60R14,11
Company3,CO3-36,BR4/195/60R15,9
Company3,CO3-36,BR4/205/60R16,7
Company3,CO3-38,BR1/185/60R14,6
Company3,CO3-38,BR1/195/60R14,8
Company3,CO3-38,BR1/195/60R15,6
Company3,CO3-38,BR1/205/60R15,4
Company3,CO3-38,BR1/205/60R16,7
Company3,CO3-38,BR2/185/60R13,22
Company3,CO3-38,BR2/185/60R15,22
Company3,CO3-38,BR2/195/60R15,24
Company3,CO3-38,BR2/205/60R16,14
Company3,CO3-38,BR3/185/60R14,17
Company3,CO3-38,BR3/185/60R15,13
Company3,CO3-38,BR3/185/65R14,15
Company3,CO3-38,BR3/195/60R14,11
Company3,CO3-38,BR3/195/60R15,12
Company3,CO3-38,BR3/205/60R16,15
Company3,CO3-38,BR4/185/60R13,7
Company3,CO3-38,BR4/185/60R14,14
Company3,CO3-38,BR4/185/65R14,12
Company3,CO3-38,BR4/205/60R16,12
