Age,Months as a Customer,Number of Products,RFM Score,Average Balance Feed Index,Number of Transactions,Personal Debt to Equity Ratio,Months Current Account,Number of Loan Accounts,Customer ID,Members Within Household,Number of Call Center Contacts,Gender,Marital Status,Age Youngest Child,Number of Workers in Household,Percentage White Collar Workers,Household Debt to Equity Ratio,Income,Campaign ID,Response
30,24.000000,4,9.238263,105,3,30,18,1,97374,6,9,"M","S",0,14,32,53,63861.000000,2,0
30,36.000000,0,0.000000,0,0,30,26,1,94929,2,10,"M","S",0,14,32,53,63861.000000,2,0
29,24.000000,4,9.299000,1499,1,29,16,1,95004,1,9,"M","S",0,14,32,53,63861.000000,2,0
24,36.000000,2,11.833990,134,2,24,32,1,91555,3,8,"M","S",0,14,32,53,63861.000000,3,0
24,36.000000,2,11.833990,134,2,24,32,1,91555,3,8,"M","S",0,14,32,53,63861.000000,2,1
27,24.000000,2,7.816657,150,1,27,12,1,95758,1,10,"M","S",0,14,32,53,63861.000000,2,0
27,24.000000,2,7.816657,150,1,27,12,1,95758,1,10,"M","S",0,14,32,53,63861.000000,3,0
26,36.000000,4,10.897990,298,3,26,24,1,91150,2,9,"M","S",0,14,32,53,63861.000000,2,0
23,12.000000,0,0.000000,0,0,23,10,1,94994,4,11,"M","S",0,14,32,53,63861.000000,2,0
22,0.000000,4,0.000000,0,0,22,-2,1,91557,2,10,"M","S",0,14,32,53,63861.000000,2,0
31,24.000000,23,14.129910,430,6,31,21,1,96443,3,11,"M","S",0,14,32,53,63861.000000,4,0
27,36.000000,0,0.000000,0,0,27,28,1,90206,2,10,"M","S",0,14,32,53,63861.000000,2,0
26,24.000000,2,11.784000,84,1,26,22,1,90326,2,9,"M","S",0,14,32,53,63861.000000,4,0
31,0.000000,0,0.000000,0,0,31,-1,1,82072,3,11,"M","S",0,14,32,53,63861.000000,2,0
28,24.000000,0,0.000000,0,0,28,14,1,80465,3,10,"M","S",0,14,32,53,63861.000000,2,0
31,48.000000,4,11.594890,95,3,31,40,1,90450,3,10,"M","S",0,14,32,53,63861.000000,2,0
31,48.000000,4,11.594890,95,3,31,40,1,90450,3,10,"M","S",0,14,32,53,63861.000000,1,0
31,24.000000,6,10.331313,98,3,31,19,1,91373,3,10,"M","S",0,14,32,53,63861.000000,2,0
28,0.000000,0,0.000000,0,0,28,-7,1,81714,5,1,"M","S",0,14,32,53,63861.000000,3,0
28,0.000000,0,0.000000,0,0,28,-7,1,81714,5,1,"M","S",0,14,32,53,63861.000000,2,0
22,48.000000,0,0.000000,0,0,22,36,1,78629,2,10,"M","S",0,14,32,53,63861.000000,3,0
22,48.000000,0,0.000000,0,0,22,36,1,78629,2,10,"M","S",0,14,32,53,63861.000000,2,0
23,48.000000,50,35.619064,486,29,23,41,1,81770,4,7,"M","S",0,14,32,53,63861.000000,2,1
32,24.000000,39,36.130886,565,29,32,22,1,81877,4,8,"M","S",0,14,32,53,63861.000000,3,0
19,24.000000,3,11.279000,179,1,19,15,1,79635,2,9,"M","S",0,14,32,53,63861.000000,2,0
19,24.000000,3,11.279000,179,1,19,15,1,79635,2,9,"M","S",0,14,32,53,63861.000000,3,0
24,24.000000,29,16.762283,1029,9,24,12,1,82393,2,6,"M","S",0,14,32,53,63861.000000,1,0
25,12.000000,2,11.875657,109,2,25,8,1,78587,1,7,"M","S",0,14,32,53,63861.000000,2,0
25,12.000000,2,12.352323,119,2,25,8,1,63341,3,0,"M","S",0,14,32,53,63861.000000,2,0
27,12.000000,0,0.000000,0,0,27,8,1,78441,5,0,"M","S",0,14,32,53,63861.000000,2,0
19,36.000000,5,10.372950,373,3,19,24,1,58866,5,0,"M","S",0,16,26,56,54243.000000,2,0
29,48.000000,2,8.326647,60,2,29,39,1,69896,5,8,"M","S",0,16,26,56,54243.000000,2,0
22,12.000000,0,0.000000,0,0,22,10,1,52226,2,11,"M","S",0,16,26,56,54243.000000,2,0
30,0.000000,1,0.000000,0,0,30,-5,1,62303,2,10,"M","S",0,16,26,56,54243.000000,2,0
30,0.000000,1,0.000000,0,0,30,-5,1,62303,2,10,"M","S",0,16,26,56,54243.000000,3,0
29,36.000000,2,10.499000,99,1,29,25,1,64619,6,9,"M","S",0,16,26,56,54243.000000,2,1
26,24.000000,15,14.649283,516,8,26,13,1,64687,2,0,"M","S",0,16,26,56,54243.000000,2,0
30,12.000000,3,8.673313,140,2,30,7,1,48027,4,10,"M","S",0,16,26,56,54243.000000,2,0
19,36.000000,32,28.982790,383,22,19,25,1,49822,6,8,"M","S",0,16,26,56,54243.000000,3,0
23,36.000000,0,0.000000,0,0,23,29,1,41633,5,10,"M","S",0,16,26,56,54243.000000,2,0
23,24.000000,0,0.000000,0,0,23,13,1,36524,5,9,"M","S",0,16,26,56,54243.000000,2,0
28,0.000000,1,0.000000,0,0,28,-2,1,21289,6,0,"M","S",0,16,26,56,54243.000000,2,0
26,48.000000,0,0.000000,0,0,26,36,1,37531,5,9,"M","S",0,16,26,56,54243.000000,2,0
26,48.000000,0,0.000000,0,0,26,36,1,37531,5,9,"M","S",0,16,26,56,54243.000000,3,0
24,36.000000,31,24.891300,592,18,24,29,1,47275,5,9,"M","S",0,16,26,56,54243.000000,1,0
14,24.000000,2,11.206617,40,1,14,21,1,32985,1,10,"M","S",0,16,26,56,54243.000000,3,0
14,24.000000,2,11.206617,40,1,14,21,1,32985,1,10,"M","S",0,16,26,56,54243.000000,4,0
30,36.000000,0,0.000000,0,0,30,35,1,33219,5,9,"M","S",0,16,26,56,54243.000000,2,0
17,36.000000,3,7.960667,94,1,17,34,1,30642,5,9,"M","S",0,16,26,56,54243.000000,2,0
31,24.000000,1,11.132333,199,1,31,22,1,28724,6,10,"M","S",0,16,26,56,54243.000000,2,0
31,24.000000,1,11.132333,199,1,31,22,1,28724,6,10,"M","S",0,16,26,56,54243.000000,3,0
25,24.000000,3,10.612323,279,2,25,15,1,29164,2,10,"M","S",0,16,26,56,54243.000000,3,0
24,48.000000,3,8.654667,188,2,24,40,1,36095,3,8,"M","S",0,16,26,56,54243.000000,1,0
28,36.000000,0,0.000000,0,0,28,32,1,27161,3,5,"M","S",0,16,26,56,54243.000000,2,0
28,36.000000,0,0.000000,0,0,28,32,1,27161,3,5,"M","S",0,16,26,56,54243.000000,3,0
23,48.000000,3,12.919000,119,1,23,40,1,20833,3,9,"M","S",0,16,26,56,54243.000000,1,0
20,36.000000,0,0.000000,0,0,20,33,1,19518,6,7,"M","S",0,16,26,56,54243.000000,2,0
22,24.000000,4,8.192333,659,1,22,13,1,8536,6,11,"M","S",0,16,26,56,54243.000000,2,0
14,0.000000,0,0.000000,0,0,14,-4,1,17499,4,8,"M","S",0,16,26,56,54243.000000,2,0
21,36.000000,3,9.959000,59,1,21,30,1,13779,5,9,"M","S",0,16,26,56,54243.000000,2,0
22,0.000000,0,0.000000,0,0,22,-4,1,15415,6,8,"M","S",0,16,26,56,54243.000000,2,0
31,12.000000,0,0.000000,0,0,31,5,1,19474,4,11,"M","S",0,16,26,56,54243.000000,2,0
40,24.000000,5,8.389940,90,2,40,17,0,79210,2,10,"M","S",12,13,21,64,38433.000000,2,0
41,36.000000,5,10.145647,179,3,41,31,0,78228,6,0,"M","S",12,13,21,64,38433.000000,2,0
44,24.000000,0,0.000000,0,0,44,20,0,77618,1,8,"M","S",12,13,21,64,38433.000000,2,0
42,24.000000,3,11.730607,164,3,42,11,0,79255,5,8,"M","S",12,13,21,64,38433.000000,3,0
42,24.000000,3,11.730607,164,3,42,11,0,79255,5,8,"M","S",12,13,21,64,38433.000000,2,0
44,12.000000,3,11.121333,288,2,44,6,0,76089,1,10,"M","S",12,13,21,64,38433.000000,2,0
44,12.000000,3,11.121333,288,2,44,6,0,76089,1,10,"M","S",12,13,21,64,38433.000000,3,0
42,12.000000,0,0.000000,0,0,42,0,0,59758,4,7,"M","S",12,13,21,64,38433.000000,2,0
37,24.000000,2,9.769657,303,2,37,21,0,70251,4,9,"M","S",12,13,21,64,38433.000000,1,0
41,36.000000,24,8.534323,401,2,41,26,0,78134,3,10,"M","S",12,13,21,64,38433.000000,2,0
41,36.000000,24,8.534323,401,2,41,26,0,78134,3,10,"M","S",12,13,21,64,38433.000000,3,0
41,0.000000,0,0.000000,0,0,41,-6,0,70718,6,0,"M","S",12,13,21,64,38433.000000,2,0
41,0.000000,0,0.000000,0,0,41,-6,0,70718,6,0,"M","S",12,13,21,64,38433.000000,3,0
41,24.000000,3,13.125667,159,1,41,22,0,74259,5,10,"M","S",12,13,21,64,38433.000000,3,0
41,24.000000,3,13.125667,159,1,41,22,0,74259,5,10,"M","S",12,13,21,64,38433.000000,1,0
41,36.000000,0,0.000000,0,0,41,30,0,75053,6,10,"M","S",12,13,21,64,38433.000000,2,0
42,36.000000,0,0.000000,0,0,42,28,0,65451,3,11,"M","S",12,13,21,64,38433.000000,2,0
40,0.000000,1,0.000000,0,0,40,-2,0,53649,1,10,"M","S",12,13,21,64,38433.000000,3,0
43,24.000000,0,0.000000,0,0,43,13,0,53926,5,9,"M","S",12,13,21,64,38433.000000,2,0
40,48.000000,13,13.152333,219,1,40,39,0,58869,1,10,"M","S",12,13,21,64,38433.000000,4,0
41,24.000000,5,12.682627,416,5,41,15,0,62794,4,8,"M","S",12,13,21,64,38433.000000,2,0
43,12.000000,0,0.000000,0,0,43,10,0,62636,2,10,"M","S",12,13,21,64,38433.000000,3,0
46,12.000000,11,17.719088,653,10,46,11,0,53695,1,9,"M","S",12,13,21,64,38433.000000,2,0
39,0.000000,0,0.000000,0,0,39,-3,0,58426,2,10,"M","S",12,13,21,64,38433.000000,2,0
44,24.000000,0,0.000000,0,0,44,18,0,57719,6,8,"M","S",12,13,21,64,38433.000000,3,0
44,24.000000,0,0.000000,0,0,44,18,0,57719,6,8,"M","S",12,13,21,64,38433.000000,2,0
47,24.000000,0,0.000000,0,0,47,16,0,56555,2,7,"M","S",12,13,21,64,38433.000000,2,0
44,36.000000,3,10.303323,70,1,44,32,0,41110,6,0,"M","S",12,13,21,64,38433.000000,3,0
43,48.000000,0,0.000000,0,0,43,38,0,45901,3,10,"M","S",12,13,21,64,38433.000000,2,0
41,0.000000,1,0.000000,0,0,41,-6,0,60542,5,10,"M","S",12,13,21,64,38433.000000,2,0
43,0.000000,0,0.000000,0,0,43,-3,0,61822,6,10,"M","S",12,13,21,64,38433.000000,2,0
43,12.000000,0,0.000000,0,0,43,10,0,62636,2,10,"M","S",12,13,21,64,38433.000000,2,0
39,36.000000,2,9.461313,28,2,39,31,0,42829,1,9,"M","S",12,13,21,64,38433.000000,2,0
41,12.000000,0,0.000000,0,0,41,10,0,48209,6,5,"M","S",12,13,21,64,38433.000000,2,0
40,12.000000,1,10.749000,249,1,40,5,0,33856,6,8,"M","S",12,13,21,64,38433.000000,2,1
45,36.000000,0,0.000000,0,0,45,26,0,44753,3,10,"M","S",12,13,21,64,38433.000000,2,0
44,36.000000,3,10.303323,70,1,44,32,0,41110,6,0,"M","S",12,13,21,64,38433.000000,2,0
29,24.000000,0,0.000000,0,0,29,15,1,81360,3,1,"M","S",0,14,32,53,63861.000000,3,0
29,24.000000,0,0.000000,0,0,29,15,1,81360,3,1,"M","S",0,14,32,53,63861.000000,2,0
16,12.000000,2,10.944667,178,2,16,9,1,79795,6,9,"M","S",0,14,32,53,63861.000000,2,0
32,24.000000,39,36.130886,565,29,32,22,1,81877,4,8,"M","S",0,14,32,53,63861.000000,1,0
19,36.000000,15,21.549860,150,15,19,29,1,74503,4,9,"M","S",0,14,32,53,63861.000000,4,0
27,0.000000,0,0.000000,0,0,27,-5,1,73204,6,9,"M","S",0,14,32,53,63861.000000,2,0
35,36.000000,2,11.196313,63,2,35,29,1,71822,1,10,"M","S",0,14,32,53,63861.000000,3,0
35,36.000000,2,11.196313,63,2,35,29,1,71822,1,10,"M","S",0,14,32,53,63861.000000,1,0
29,24.000000,1,9.445667,79,1,29,12,1,75009,1,8,"M","S",0,14,32,53,63861.000000,1,0
26,36.000000,3,9.141333,208,2,26,30,1,65803,2,0,"M","S",0,14,32,53,63861.000000,2,0
29,12.000000,4,13.164980,65,2,29,6,1,67546,6,11,"M","S",0,14,32,53,63861.000000,2,0
26,36.000000,24,7.792333,559,1,26,33,1,69983,5,10,"M","S",0,14,32,53,63861.000000,2,0
21,12.000000,0,0.000000,0,0,21,7,1,68992,5,10,"M","S",0,14,32,53,63861.000000,2,0
19,36.000000,15,21.549860,150,15,19,29,1,74503,4,9,"M","S",0,14,32,53,63861.000000,2,0
19,36.000000,15,21.549860,150,15,19,29,1,74503,4,9,"M","S",0,14,32,53,63861.000000,3,0
29,48.000000,4,10.804980,205,3,29,40,1,59162,3,7,"M","S",0,14,32,53,63861.000000,3,0
18,36.000000,5,9.415617,149,2,18,26,1,55439,4,11,"M","S",0,14,32,53,63861.000000,2,0
24,12.000000,0,0.000000,0,0,24,10,1,65570,6,9,"M","S",0,14,32,53,63861.000000,3,0
24,48.000000,0,0.000000,0,0,24,39,1,65670,4,11,"M","S",0,14,32,53,63861.000000,2,0
31,12.000000,1,0.000000,0,0,31,0,1,59040,4,7,"M","S",0,14,32,53,63861.000000,2,0
23,0.000000,1,0.000000,0,0,23,-1,1,62566,3,9,"M","S",0,14,32,53,63861.000000,2,0
23,48.000000,3,9.294667,328,2,23,41,1,55044,3,11,"M","S",0,14,32,53,63861.000000,4,0
28,0.000000,0,0.000000,0,0,28,-6,1,65427,5,9,"M","S",0,14,32,53,63861.000000,2,0
29,48.000000,4,10.804980,205,3,29,40,1,59162,3,7,"M","S",0,14,32,53,63861.000000,1,0
19,36.000000,3,7.512333,179,1,19,26,1,54031,6,8,"M","S",0,14,32,53,63861.000000,3,0
31,36.000000,0,0.000000,0,0,31,29,1,58253,2,10,"M","S",0,14,32,53,63861.000000,2,0
22,12.000000,0,0.000000,0,0,22,5,1,59007,1,11,"M","S",0,14,32,53,63861.000000,2,0
26,48.000000,4,7.419990,120,1,26,35,1,54810,3,7,"M","S",0,14,32,53,63861.000000,2,0
33,36.000000,0,0.000000,0,0,33,29,1,62529,3,11,"M","S",0,14,32,53,63861.000000,2,0
27,12.000000,2,11.232333,299,1,27,6,1,55886,6,10,"M","S",0,14,32,53,63861.000000,2,0
27,12.000000,2,11.232333,299,1,27,6,1,55886,6,10,"M","S",0,14,32,53,63861.000000,3,0
27,36.000000,0,0.000000,0,0,27,30,1,56774,5,10,"M","S",0,14,32,53,63861.000000,2,0
27,48.000000,0,0.000000,0,0,27,40,1,53621,5,9,"M","S",0,14,32,53,63861.000000,2,0
28,36.000000,0,0.000000,0,0,28,28,1,58223,4,11,"M","S",0,14,32,53,63861.000000,2,0
19,36.000000,2,7.422333,89,1,19,28,1,52921,5,0,"M","S",0,14,32,53,63861.000000,2,0
25,48.000000,0,0.000000,0,0,25,36,1,61671,6,10,"M","S",0,14,32,53,63861.000000,2,0
25,48.000000,0,0.000000,0,0,25,36,1,61671,6,10,"M","S",0,14,32,53,63861.000000,3,0
31,12.000000,0,0.000000,0,0,31,5,1,19474,4,11,"M","S",0,16,26,56,54243.000000,3,1
28,48.000000,2,12.412333,179,1,28,37,1,12200,4,10,"M","S",0,16,26,56,54243.000000,2,1
23,36.000000,2,9.915990,16,1,23,33,1,22463,4,0,"M","S",0,16,26,56,54243.000000,2,0
26,24.000000,4,8.382333,149,1,26,12,1,24079,1,6,"M","S",0,16,26,56,54243.000000,3,0
26,24.000000,4,8.382333,149,1,26,12,1,24079,1,6,"M","S",0,16,26,56,54243.000000,1,0
14,0.000000,0,0.000000,0,0,14,-4,1,17499,4,8,"M","S",0,16,26,56,54243.000000,3,0
26,24.000000,0,0.000000,0,0,26,23,1,10143,1,9,"M","S",0,16,26,56,54243.000000,3,0
26,24.000000,0,0.000000,0,0,26,23,1,10143,1,9,"M","S",0,16,26,56,54243.000000,2,0
23,24.000000,1,12.482333,349,1,23,17,1,5513,4,10,"M","S",0,16,26,56,54243.000000,3,0
23,24.000000,1,12.482333,349,1,23,17,1,5513,4,10,"M","S",0,16,26,56,54243.000000,2,0
22,48.000000,2,10.578980,79,2,22,36,1,12408,3,10,"M","S",0,16,26,56,54243.000000,3,0
22,48.000000,2,10.578980,79,2,22,36,1,12408,3,10,"M","S",0,16,26,56,54243.000000,2,0
26,36.000000,3,10.222333,89,1,26,30,1,2387,1,8,"M","S",0,16,26,56,54243.000000,3,0
21,24.000000,4,11.650323,617,4,21,18,1,9242,5,9,"M","S",0,16,26,56,54243.000000,1,1
21,24.000000,4,11.650323,617,4,21,18,1,9242,5,9,"M","S",0,16,26,56,54243.000000,3,0
23,36.000000,3,10.153813,121,3,23,29,1,4565,5,11,"M","S",0,16,26,56,54243.000000,4,0
23,36.000000,3,10.153813,121,3,23,29,1,4565,5,11,"M","S",0,16,26,56,54243.000000,3,1
34,36.000000,0,0.000000,0,0,34,23,1,9831,6,9,"F","U",4,9,27,63,52735.000000,3,0
34,36.000000,0,0.000000,0,0,34,23,1,9831,6,9,"F","U",4,9,27,63,52735.000000,2,0
29,48.000000,0,0.000000,0,0,29,40,1,9854,6,7,"F","U",4,9,27,63,52735.000000,2,0
39,12.000000,0,0.000000,0,0,39,10,1,10631,1,10,"F","U",4,9,27,63,52735.000000,2,0
36,24.000000,0,0.000000,0,0,36,19,1,7557,6,9,"F","U",4,9,27,63,52735.000000,2,0
34,36.000000,4,11.724980,125,3,34,32,1,17180,4,11,"F","U",4,9,27,63,52735.000000,2,1
33,12.000000,2,7.932333,99,1,33,5,1,135706,4,9,"F","U",4,9,27,63,52735.000000,2,0
35,48.000000,0,0.000000,0,0,35,36,1,132263,4,9,"F","U",4,9,27,63,52735.000000,2,0
39,36.000000,0,0.000000,0,0,39,34,1,118564,3,10,"F","U",4,9,27,63,52735.000000,3,0
34,24.000000,0,0.000000,0,0,34,17,1,121875,6,8,"F","U",4,9,27,63,52735.000000,3,0
34,24.000000,0,0.000000,0,0,34,17,1,121875,6,8,"F","U",4,9,27,63,52735.000000,2,0
36,24.000000,3,8.955667,89,1,36,13,1,121517,6,8,"F","U",4,9,27,63,52735.000000,2,0
37,24.000000,0,0.000000,0,0,37,14,1,135677,4,9,"F","U",4,9,27,63,52735.000000,2,0
33,36.000000,2,11.079000,179,1,33,30,1,92772,2,10,"F","U",4,9,27,63,52735.000000,2,0
33,36.000000,2,11.079000,179,1,33,30,1,92772,2,10,"F","U",4,9,27,63,52735.000000,3,0
34,24.000000,25,33.169258,670,25,34,21,1,93755,2,8,"F","U",4,9,27,63,52735.000000,2,0
32,48.000000,0,0.000000,0,0,32,38,1,103415,6,10,"F","U",4,9,27,63,52735.000000,2,0
33,48.000000,0,0.000000,0,0,33,38,1,110645,1,11,"F","U",4,9,27,63,52735.000000,2,0
39,36.000000,0,0.000000,0,0,39,34,1,118564,3,10,"F","U",4,9,27,63,52735.000000,2,0
34,24.000000,2,7.303283,70,1,34,22,1,83330,4,9,"F","U",4,9,27,63,52735.000000,2,1
34,24.000000,2,7.303283,70,1,34,22,1,83330,4,9,"F","U",4,9,27,63,52735.000000,4,0
34,24.000000,2,7.303283,70,1,34,22,1,83330,4,9,"F","U",4,9,27,63,52735.000000,3,0
38,36.000000,2,8.908990,309,2,38,29,0,36214,1,0,"M","S",12,13,21,64,38433.000000,1,0
42,0.000000,1,0.000000,0,0,42,-2,0,32682,4,7,"M","S",12,13,21,64,38433.000000,2,0
41,48.000000,2,7.712333,79,1,41,40,0,33626,6,0,"M","S",12,13,21,64,38433.000000,4,0
41,24.000000,3,9.428990,329,2,41,18,0,33211,4,10,"M","S",12,13,21,64,38433.000000,2,0
45,48.000000,4,11.095667,229,1,45,35,0,34647,3,10,"M","S",12,13,21,64,38433.000000,2,0
42,24.000000,0,0.000000,0,0,42,17,0,39280,4,8,"M","S",12,13,21,64,38433.000000,2,0
43,48.000000,26,31.791063,558,25,43,40,0,28543,3,11,"M","S",12,13,21,64,38433.000000,1,0
37,24.000000,0,0.000000,0,0,37,21,0,31255,5,10,"M","S",12,13,21,64,38433.000000,2,0
41,24.000000,0,0.000000,0,0,41,20,0,35429,1,0,"M","S",12,13,21,64,38433.000000,2,0
41,24.000000,0,0.000000,0,0,41,20,0,35429,1,0,"M","S",12,13,21,64,38433.000000,3,0
38,36.000000,2,8.908990,309,2,38,29,0,36214,1,0,"M","S",12,13,21,64,38433.000000,2,0
41,0.000000,0,0.000000,0,0,41,-3,0,18656,3,0,"M","S",12,13,21,64,38433.000000,3,0
41,0.000000,0,0.000000,0,0,41,-3,0,18656,3,0,"M","S",12,13,21,64,38433.000000,2,0
40,24.000000,3,10.155667,89,1,40,21,0,19008,6,11,"M","S",12,13,21,64,38433.000000,1,0
40,24.000000,3,10.155667,89,1,40,21,0,19008,6,11,"M","S",12,13,21,64,38433.000000,3,0
42,36.000000,4,9.197283,264,2,42,28,0,27563,4,7,"M","S",12,13,21,64,38433.000000,2,0
43,48.000000,2,8.882333,149,1,43,41,0,19392,1,7,"M","S",12,13,21,64,38433.000000,1,0
41,36.000000,2,8.016657,50,1,41,26,0,6905,5,8,"M","S",12,13,21,64,38433.000000,2,0
41,24.000000,0,0.000000,0,0,41,15,0,23603,5,10,"M","S",12,13,21,64,38433.000000,2,0
41,24.000000,2,9.832333,199,1,41,12,0,24038,3,9,"M","S",12,13,21,64,38433.000000,3,0
39,48.000000,0,0.000000,0,0,39,39,0,24088,3,10,"M","S",12,13,21,64,38433.000000,3,0
39,48.000000,0,0.000000,0,0,39,39,0,24088,3,10,"M","S",12,13,21,64,38433.000000,2,0
42,24.000000,6,12.399480,700,5,42,22,0,5038,3,11,"M","S",12,13,21,64,38433.000000,1,0
40,36.000000,0,0.000000,0,0,40,26,0,10868,3,11,"M","S",12,13,21,64,38433.000000,2,0
41,24.000000,5,9.902990,603,3,41,12,0,8606,3,8,"M","S",12,13,21,64,38433.000000,4,0
38,36.000000,0,0.000000,0,0,38,24,0,6086,4,10,"M","S",12,13,21,64,38433.000000,2,0
44,0.000000,0,0.000000,0,0,44,-5,0,7620,2,0,"M","S",12,13,21,64,38433.000000,3,0
44,0.000000,0,0.000000,0,0,44,-5,0,7620,2,0,"M","S",12,13,21,64,38433.000000,2,0
42,36.000000,2,9.479000,179,1,42,29,1,2389,3,8,"F","M",14,12,42,44,59133.000000,3,0
42,36.000000,2,9.479000,179,1,42,29,1,2389,3,8,"F","M",14,12,42,44,59133.000000,1,0
42,24.000000,3,8.532333,99,1,42,12,1,5002,3,9,"F","M",14,12,42,44,59133.000000,2,0
44,48.000000,0,0.000000,0,0,44,39,1,11439,2,11,"F","M",14,12,42,44,59133.000000,2,0
40,36.000000,0,0.000000,0,0,40,33,1,127626,2,0,"F","M",14,12,42,44,59133.000000,2,0
40,36.000000,0,0.000000,0,0,40,33,1,127626,2,0,"F","M",14,12,42,44,59133.000000,3,0
42,24.000000,30,36.145721,646,29,42,15,1,127596,2,0,"F","M",14,12,42,44,59133.000000,2,0
43,24.000000,0,0.000000,0,0,43,14,1,119404,4,8,"F","M",14,12,42,44,59133.000000,2,0
41,36.000000,0,0.000000,0,0,41,31,1,134772,4,9,"F","M",14,12,42,44,59133.000000,2,0
17,48.000000,0,0.000000,0,0,17,40,1,42240,6,11,"M","S",0,14,32,53,63861.000000,2,0
26,0.000000,0,0.000000,0,0,26,-5,1,61493,5,0,"M","S",0,14,32,53,63861.000000,2,0
30,36.000000,2,10.343323,10,1,30,29,1,62427,4,8,"M","S",0,14,32,53,63861.000000,1,0
29,36.000000,0,0.000000,0,0,29,35,1,50897,3,10,"M","S",0,14,32,53,63861.000000,2,0
29,36.000000,0,0.000000,0,0,29,35,1,50897,3,10,"M","S",0,14,32,53,63861.000000,3,0
30,12.000000,0,0.000000,0,0,30,9,1,38097,6,10,"M","S",0,14,32,53,63861.000000,2,0
25,24.000000,34,34.501514,269,28,25,12,1,41808,1,11,"M","S",0,14,32,53,63861.000000,1,0
27,36.000000,0,0.000000,0,0,27,25,1,52855,5,10,"M","S",0,14,32,53,63861.000000,3,0
27,36.000000,0,0.000000,0,0,27,25,1,52855,5,10,"M","S",0,14,32,53,63861.000000,2,0
29,36.000000,0,0.000000,0,0,29,23,1,37868,3,9,"M","S",0,14,32,53,63861.000000,2,0
29,36.000000,0,0.000000,0,0,29,23,1,37868,3,9,"M","S",0,14,32,53,63861.000000,3,0
20,36.000000,3,7.560667,94,1,20,32,1,50554,4,7,"M","S",0,14,32,53,63861.000000,2,1
23,36.000000,5,8.454323,221,2,23,29,1,50763,4,10,"M","S",0,14,32,53,63861.000000,3,0
23,36.000000,5,8.454323,221,2,23,29,1,50763,4,10,"M","S",0,14,32,53,63861.000000,1,0
26,24.000000,0,0.000000,0,0,26,21,1,50224,6,11,"M","S",0,14,32,53,63861.000000,2,0
22,0.000000,0,0.000000,0,0,22,-4,1,40723,1,10,"M","S",0,14,32,53,63861.000000,3,0
19,36.000000,0,0.000000,0,0,19,27,1,46044,6,10,"M","S",0,14,32,53,63861.000000,2,0
30,36.000000,0,0.000000,0,0,30,33,1,46042,6,9,"M","S",0,14,32,53,63861.000000,2,0
20,48.000000,3,8.435667,169,1,20,40,1,47597,6,7,"M","S",0,14,32,53,63861.000000,1,0
27,12.000000,2,8.116657,50,1,27,7,1,45474,6,10,"M","S",0,14,32,53,63861.000000,2,0
22,12.000000,0,0.000000,0,0,22,6,1,49348,2,7,"M","S",0,14,32,53,63861.000000,2,0
17,24.000000,0,0.000000,0,0,17,20,1,49686,4,8,"M","S",0,14,32,53,63861.000000,2,0
23,12.000000,0,0.000000,0,0,23,7,1,49784,3,11,"M","S",0,14,32,53,63861.000000,2,0
18,24.000000,4,8.664000,64,1,18,14,1,43871,3,9,"M","S",0,14,32,53,63861.000000,2,0
29,12.000000,0,0.000000,0,0,29,9,1,50493,5,11,"M","S",0,14,32,53,63861.000000,3,0
29,12.000000,0,0.000000,0,0,29,9,1,50493,5,11,"M","S",0,14,32,53,63861.000000,2,0
27,48.000000,0,0.000000,0,0,27,36,1,34041,1,11,"M","S",0,14,32,53,63861.000000,2,0
20,48.000000,3,8.435667,169,1,20,40,1,47597,6,7,"M","S",0,14,32,53,63861.000000,2,0
20,48.000000,3,8.435667,169,1,20,40,1,47597,6,7,"M","S",0,14,32,53,63861.000000,3,1
28,36.000000,0,0.000000,0,0,28,28,1,29602,5,8,"M","S",0,14,32,53,63861.000000,2,0
28,24.000000,1,8.055667,189,1,28,15,1,33103,1,10,"M","S",0,14,32,53,63861.000000,2,0
31,36.000000,1,7.316657,150,1,31,34,1,37976,3,7,"M","S",0,14,32,53,63861.000000,2,0
31,36.000000,1,7.316657,150,1,31,34,1,37976,3,7,"M","S",0,14,32,53,63861.000000,3,0
19,12.000000,0,0.000000,0,0,19,9,1,29200,1,11,"M","S",0,14,32,53,63861.000000,2,0
30,12.000000,0,0.000000,0,0,30,5,1,50443,6,11,"M","S",0,14,32,53,63861.000000,2,0
24,24.000000,0,0.000000,0,0,24,15,1,32724,6,10,"M","S",0,14,32,53,63861.000000,2,0
25,36.000000,2,10.634950,35,1,25,27,1,38768,4,10,"M","S",0,14,32,53,63861.000000,2,0
25,36.000000,2,10.634950,35,1,25,27,1,38768,4,10,"M","S",0,14,32,53,63861.000000,3,0
35,36.000000,12,20.301693,469,12,35,28,1,92064,1,10,"F","U",4,9,27,63,52735.000000,3,0
35,36.000000,12,20.301693,469,12,35,28,1,92064,1,10,"F","U",4,9,27,63,52735.000000,2,0
31,48.000000,4,9.910647,144,3,31,36,1,77039,6,9,"F","U",4,9,27,63,52735.000000,2,1
33,24.000000,0,0.000000,0,0,33,16,1,79245,6,11,"F","U",4,9,27,63,52735.000000,3,0
37,36.000000,2,7.449990,150,1,37,25,1,81806,2,10,"F","U",4,9,27,63,52735.000000,2,1
