claim_id,customer_id,age,gender,incident_cause,days_to_incident,claim_area,police_report,claim_type,claim_amount,total_policy_claims
05837542,22102249,25,Male,Natural causes,232,Auto,Unknown,Material only,1736.5,1
30639686,07269947,48,Female,Other causes,5813,Auto,No,Material and injury,44643,6
54054580,38198582,22,Female,Other driver error,5,Auto,No,Material only,1978,3
53455373,64959851,24,Male,Other causes,415,Auto,Unknown,Material and injury,26277.5,2
72697883,25120219,41,Male,Other causes,2999,Home,No,Material and injury,39882,1
69147052,57148144,48,Male,Driver error,941,Auto,Yes,Injury only,37080,1
94320896,84638745,46,Male,Driver error,1278,Auto,No,Injury only,39571.5,1
43005088,45835719,66,Male,Other causes,2019,Auto,Unknown,Material and injury,28991.5,1
32102747,98456001,23,Female,Natural causes,87,Auto,No,Material only,1610,2
30341046,37619136,54,Male,Crime,5346,Auto,No,Material only,2070,1
66145949,90136860,38,Male,Natural causes,1872,Auto,No,Material only,2630,1
94617557,02591515,27,Female,Driver error,181,Auto,No,Material only,2438,1
53975694,78180805,63,Male,Other causes,7735,Home,Yes,Material and injury,36041,1
35713312,05903431,67,Male,Other driver error,2229,Auto,No,Injury only,32770,1
76641727,45868860,68,Female,Natural causes,476,Auto,No,Material and injury,14490,1
73232967,74838726,31,Female,Other driver error,847,Auto,No,Material only,3208.5,1
06383913,35470518,26,Male,Crime,24,Auto,Yes,Material and injury,16020,2
89444820,96896790,74,Male,Other driver error,7998,Auto,Unknown,Injury only,14230,1
95945418,95175917,31,Male,Driver error,433,Auto,Unknown,Material only,2162,1
72173204,52286294,41,Female,Other causes,1064,Auto,No,Material and injury,27430,1
46064713,48670342,37,Male,Driver error,370,Home,No,Material only,1710,1
12344790,78278320,57,Female,Other causes,2973,Auto,No,Injury only,26450,2
17325023,47821305,64,Female,Other causes,2265,Home,Yes,Injury only,15900,1
20562687,59893824,48,Male,Other causes,5487,Auto,Unknown,Material only,3197,4
26332184,34897348,22,Female,Driver error,60,Auto,Unknown,Material only,1805.5,1
33510312,62254832,36,Male,Other causes,2624,Auto,Yes,Material only,1150,1
22679446,35634024,18,Male,Other causes,7,Auto,Yes,Injury only,23414,1
21452213,46741816,21,Male,Other causes,4,Auto,No,Injury only,35868.5,1
60158408,48568159,29,Female,Other causes,265,Auto,No,Material only,2047,1
03809203,77859429,66,Male,Other causes,11856,Auto,Unknown,Material and injury,26890,1
94574712,01384452,20,Female,Driver error,204,Auto,No,Material only,1930,1
78121412,18432924,41,Female,Other causes,1560,Auto,No,Material only,2449.5,1
97102505,52178300,74,Female,Crime,769,Auto,Yes,Injury only,37880,5
19584541,89632255,48,Female,Other driver error,1716,Auto,Yes,Material and injury,31970,2
83099488,91685121,76,Male,Driver error,1742,Home,Yes,Material and injury,27040,1
58816029,34849549,46,Male,Other causes,1406,Auto,Yes,Material and injury,47184.5,3
51859390,68186840,76,Female,Driver error,7574,Auto,No,Material only,1810,4
42132579,63625664,45,Female,Natural causes,6946,Auto,No,Material only,2260,1
17294524,22682005,18,Female,Driver error,6,Auto,No,Material only,2495.5,1
11360338,37126414,69,Female,Other driver error,7564,Auto,No,Material and injury,34940,1
27399637,73180070,41,Male,Other driver error,4891,Auto,Unknown,Material only,1520,1
13663148,00183318,53,Female,Other causes,3849,Auto,No,Material and injury,24820,2
33115160,75270461,63,Female,Crime,1245,Auto,No,Material only,1020,4
03999209,48012648,36,Male,Other causes,1079,Auto,No,Material and injury,32090,3
34041666,08953248,21,Female,Crime,5,Auto,No,Material only,2449.5,1
80237295,26209365,31,Male,Other driver error,446,Auto,No,Material only,2050,2
89582128,35621517,48,Male,Other driver error,2108,Auto,No,Material only,2875,1
72590441,67119744,70,Male,Driver error,8525,Auto,Unknown,Material only,2230,1
49550912,93874247,34,Male,Driver error,748,Auto,No,Material only,2410,3
56606043,03670036,63,Female,Crime,7931,Auto,Unknown,Material only,1310,1
39910322,75396930,56,Female,Natural causes,5209,Auto,No,Material only,2570,1
06980713,75063064,70,Female,Driver error,800,Home,No,Material only,2720,2
25329805,40854816,49,Female,Crime,4402,Auto,Unknown,Injury only,30220,1
00661287,87275129,29,Female,Other causes,1337,Auto,No,Material only,2750,1
49287549,35542930,49,Female,Other causes,5086,Auto,No,Material and injury,30940,1
69777115,25885403,49,Male,Natural causes,2684,Auto,No,Material only,2270,1
30208036,25679708,45,Female,Other causes,5768,Auto,Unknown,Material and injury,14430,1
56391353,43932960,37,Male,Driver error,1381,Auto,Unknown,Material only,1480,1
71213910,53156864,29,Male,Crime,1405,Home,No,Material only,2100,1
62209015,62307726,37,Male,Crime,3033,Auto,No,Material only,2250,1
83890631,12579921,33,Male,Driver error,1623,Auto,No,Material only,2310,1
97653545,35915494,49,Female,Other driver error,2227,Auto,No,Material only,2950,1
85844969,69772441,64,Female,Other driver error,2056,Auto,No,Injury only,27320,1
00973213,44735031,50,Male,Other driver error,2688,Auto,No,Material only,2380,1
19854306,79000760,25,Female,Driver error,549,Home,No,Injury only,38400,1
32919722,33210906,59,Male,Other causes,4853,Auto,Unknown,Material only,1350,2
83587057,17018728,52,Male,Other causes,553,Auto,Unknown,Material only,1000,1
77862981,95815078,52,Female,Other driver error,2452,Auto,Yes,Material and injury,15000,1
80655571,06557086,26,Male,Natural causes,7,Auto,Unknown,Material only,1810,1
52442679,88603057,22,Male,Other driver error,10,Auto,No,Material only,2350,2
66205823,26829828,20,Male,Driver error,5,Auto,Unknown,Injury only,25150.5,3
75957171,31997460,48,Male,Other driver error,1031,Auto,No,Material and injury,21640,1
32540152,33243012,65,Female,Other causes,2850,Auto,Unknown,Injury only,23930,1
51312108,96105667,62,Female,Other driver error,3089,Home,Unknown,Injury only,36210,1
74296844,89856257,33,Male,Driver error,416,Auto,No,Material only,2670,1
07406237,69862885,71,Male,Driver error,7915,Home,No,Material only,2070,1
66184482,71301235,32,Male,Driver error,1153,Auto,No,Injury only,25920,1
36637162,17399866,38,Female,Other driver error,1198,Home,Unknown,Injury only,22880,4
95994847,97407889,66,Female,Other causes,12104,Auto,Unknown,Material only,1805.5,1
88458281,20248137,54,Female,Driver error,3083,Auto,Yes,Material and injury,15850,1
41024700,90218201,40,Female,Other causes,1597,Auto,Unknown,Material and injury,37760,1
03708958,23853016,63,Male,Other driver error,1597,Auto,Unknown,Material and injury,24020,1
22936334,92985862,39,Male,Crime,2249,Auto,No,Material only,2900,1
89465652,76192131,77,Male,Driver error,5252,Auto,No,Material and injury,26200,2
36078462,55636792,75,Female,Driver error,3313,Auto,Unknown,Material only,2840,1
65239872,25362775,54,Female,Natural causes,3099,Auto,No,Material only,2633.5,2
53151708,81131196,74,Male,Other causes,3486,Auto,Yes,Material only,1210,3
18275672,83341512,46,Male,Other driver error,4,Auto,Unknown,Material and injury,22471,4
42270097,08110021,28,Male,Crime,462,Auto,Unknown,Material only,1000,1
96593069,32669964,61,Male,Other causes,8343,Auto,No,Material only,2967,1
47277852,79834155,34,Male,Other driver error,1049,Home,Yes,Injury only,22720,2
38935613,34915691,49,Female,Other causes,4,Home,No,Material only,3151,1
46620181,14227878,73,Female,Natural causes,4715,Home,No,Material only,2670,1
07725860,24651642,32,Female,Other causes,905,Home,No,Injury only,29808,1
49093153,88290428,39,Male,Driver error,1394,Auto,No,Material only,1390,1
80699239,69296291,65,Male,Other driver error,3567,Auto,No,Material only,1050,2
94045025,91513918,19,Male,Driver error,8,Auto,Unknown,Material and injury,38789.5,1
44210014,94778765,59,Male,Other driver error,1077,Auto,Unknown,Injury only,16146,2
59888644,79416192,44,Female,Other causes,369,Auto,No,Material only,2231,3
20316073,57044129,47,Male,Natural causes,1571,Auto,No,Material only,2130,4
01265991,40710951,73,Male,Driver error,4946,Auto,Unknown,Material and injury,34710,1
91192176,66226946,18,Female,Other driver error,6,Auto,Unknown,Injury only,35719,1
45228139,84608946,53,Male,Crime,1291,Auto,Unknown,Material only,1020,3
88543784,93318843,72,Male,Other driver error,1041,Auto,Unknown,Injury only,15559.5,4
01780291,46252396,58,Female,Other causes,6993,Auto,No,Material and injury,23020,4
42304125,18963673,51,Female,Natural causes,3602,Home,No,Material only,1150,4
98351209,61265179,45,Female,Other driver error,2306,Auto,Unknown,Injury only,29280,1
07083756,39125379,20,Female,Other causes,118,Auto,No,Material only,2190,1
65487953,65218045,60,Male,Other causes,3364,Auto,No,Material and injury,27036.5,1
24027090,63956756,70,Female,Other driver error,2529,Auto,No,Material only,1800,1
39601240,25640079,62,Male,Other causes,1226,Auto,Unknown,Injury only,43010,4
51799772,45798162,79,Female,Driver error,4107,Auto,Yes,Material and injury,15570,1
91343716,79530105,48,Female,Other causes,2702,Auto,Unknown,Material and injury,44206,1
17068647,24336956,69,Female,Driver error,3371,Auto,No,Material only,2110,1
51551851,78351601,26,Male,Driver error,1112,Auto,No,Material only,2560,1
74205987,96829434,65,Female,Other causes,4765,Auto,Unknown,Material and injury,20750,4
61256790,29477670,60,Male,Other driver error,5664,Auto,No,Material only,2350,1
19809871,77223844,46,Male,Other causes,5614,Auto,Yes,Injury only,21080,1
22859605,21274288,45,Male,Natural causes,3364,Auto,Yes,Injury only,27140,2
42370219,32661067,25,Female,Natural causes,7,Auto,No,Material only,1184.5,1
92945709,46720940,44,Female,Natural causes,4,Auto,Unknown,Injury only,35390,1
17148980,71648628,29,Female,Other causes,466,Auto,Yes,Material only,2880,1
92246383,98863632,62,Female,Driver error,8160,Auto,No,Material and injury,30390,1
22996012,92437071,29,Male,Other causes,257,Auto,Yes,Injury only,28290,1
66880013,90710268,44,Male,Other causes,1303,Auto,Unknown,Material only,1340,3
60760453,50367171,44,Female,Natural causes,2675,Auto,No,Material only,2587.5,3
77781146,46222040,55,Male,Other causes,2700,Auto,No,Material only,2350,1
87638532,05610021,74,Male,Natural causes,3751,Auto,No,Material only,2270,1
13062022,47775511,65,Female,Natural causes,4013,Auto,Unknown,Material only,3082,1
81965024,10612761,72,Female,Other causes,5721,Auto,No,Material only,1650,2
03608650,20363247,47,Male,Other causes,2166,Auto,Yes,Material only,2000,1
50753158,91799445,31,Male,Other causes,1349,Auto,Yes,Material and injury,39880,1
30359351,38438698,42,Female,Other driver error,1802,Home,Unknown,Injury only,38970,1
96723932,89662862,48,Female,Driver error,3661,Home,No,Material and injury,24115.5,1
03501031,13892380,71,Male,Other driver error,4995,Auto,No,Injury only,16250,2
35492130,18522821,27,Female,Other causes,1106,Auto,Unknown,Material and injury,38110,1
70517334,57317327,23,Female,Other driver error,501,Auto,Unknown,Injury only,26956,1
14151128,35418186,45,Male,Other causes,1358,Auto,No,Material only,1880,1
76216291,07922010,74,Male,Driver error,11251,Auto,Yes,Material and injury,16440,4
48204136,95972614,71,Male,Other causes,10472,Home,No,Material only,1180,1
82295951,46596705,68,Female,Driver error,6854,Auto,Yes,Injury only,18330,1
80628173,95003650,73,Female,Other causes,11286,Auto,No,Material only,1140,1
65776194,93128778,52,Female,Other causes,279,Auto,Unknown,Material only,2910,4
18702079,67907848,75,Female,Other causes,5829,Auto,Yes,Injury only,23850,2
22472265,23543576,69,Male,Driver error,4687,Auto,No,Material only,2660,3
07517671,76733796,66,Female,Driver error,1306,Auto,No,Material and injury,40790.5,2
07530902,80055632,41,Female,Other driver error,626,Auto,Unknown,Injury only,16840,1
16559979,39844616,78,Female,Driver error,8851,Home,Unknown,Material only,1110,1
56536353,62236567,60,Female,Driver error,1401,Auto,No,Material only,1930,3
33597456,98753795,39,Female,Other driver error,4713,Auto,Unknown,Material and injury,32579.5,2
18783859,92576284,28,Male,Driver error,619,Auto,Yes,Material and injury,34550,1
97765994,03888335,55,Male,Driver error,2744,Auto,Yes,Injury only,13800,1
08656108,40184084,70,Male,Natural causes,3844,Auto,No,Material only,1450,1
67019360,92537989,51,Female,Other driver error,1096,Auto,Yes,Material and injury,36910,3
54682217,49159617,37,Male,Driver error,1038,Auto,Unknown,Material and injury,35430,1
51960505,19146001,60,Female,Other causes,2941,Home,No,Material only,1030,1
96478681,33751119,25,Female,Driver error,763,Auto,No,Material only,1030,1
78946267,51992542,43,Male,Other driver error,1003,Auto,Yes,Material and injury,30840,3
42395107,85182117,46,Female,Other causes,1132,Auto,No,Material and injury,14220,1
00579423,89738814,40,Male,Other driver error,2122,Auto,No,Material only,2540,1
76639687,31929044,66,Female,Other driver error,7510,Auto,Unknown,Material and injury,21980,1
47987834,66668735,67,Female,Other causes,7913,Auto,No,Material only,1780,1
23892406,88452797,21,Male,Natural causes,6,Auto,Unknown,Material only,1150,1
37493305,28687548,34,Female,Other driver error,2742,Auto,Unknown,Material only,2790,4
42479407,87857630,37,Female,Other causes,2245,Auto,No,Material only,1240,1
30881577,92698814,21,Male,Driver error,101,Auto,Unknown,Material only,2587.5,1
70478858,84696768,61,Female,Other causes,3880,Auto,No,Material only,2254,3
94844486,42824620,78,Male,Driver error,3328,Auto,Yes,Injury only,35400,1
25961135,01777636,42,Female,Other causes,1981,Auto,No,Material only,2507,1
89860895,96022400,66,Female,Other causes,4953,Home,Unknown,Material only,2580,1
39088241,71758024,22,Female,Crime,6,Auto,No,Injury only,44539.5,4
73041139,35407590,79,Female,Natural causes,5984,Auto,No,Material only,1265,1
72425708,21726181,57,Male,Driver error,3160,Auto,Unknown,Material only,2980,4
21086918,06349479,39,Male,Other driver error,404,Auto,No,Material only,2390,1
30183764,24070600,51,Female,Other driver error,6974,Auto,Yes,Material and injury,29570,4
94019196,13555372,49,Female,Other causes,2998,Auto,No,Material and injury,39341.5,2
36904517,28972746,74,Male,Other driver error,6183,Auto,No,Material only,1391.5,3
20761148,60676895,74,Male,Other driver error,8966,Auto,No,Material only,1140,1
98195797,37527534,49,Male,Other driver error,579,Auto,Yes,Material and injury,35006,1
99697644,24366642,70,Male,Other driver error,6446,Auto,Yes,Material and injury,27460,1
92382666,66655386,32,Female,Other causes,3099,Auto,Yes,Injury only,38240,1
43248635,00689424,23,Female,Other driver error,307,Home,No,Injury only,39571.5,1
18755716,06223170,37,Female,Crime,4551,Home,No,Material only,1630,1
38414403,46999596,25,Male,Other causes,5,Auto,Unknown,Material and injury,28428,1
04446447,33075449,68,Female,Crime,3218,Auto,No,Material only,2265.5,1
93866358,12282242,57,Male,Other driver error,5730,Auto,No,Material only,1794,1
14771954,95453437,31,Male,Driver error,2469,Auto,Unknown,Material and injury,19446.5,1
27311948,38990803,44,Male,Other driver error,1649,Auto,Yes,Injury only,13740,1
04611428,40790093,45,Male,Other causes,2993,Auto,Yes,Material only,1960,1
81038720,63556974,54,Female,Natural causes,2350,Auto,Unknown,Material only,2840,1
44680789,46697651,70,Female,Natural causes,6139,Home,No,Injury only,24480,1
67293713,19691493,57,Male,Other causes,4862,Auto,Unknown,Material only,2740,4
27992414,17878836,20,Male,Other driver error,8,Auto,Unknown,Injury only,36880.5,1
36793410,76730885,45,Female,Other driver error,1399,Auto,No,Material only,1240,1
99265162,60048536,49,Female,Other driver error,2165,Home,Unknown,Injury only,28630,1
96137478,95622681,30,Male,Other causes,733,Auto,Unknown,Material only,2470,4
58936433,45490433,63,Female,Other causes,6724,Home,Yes,Injury only,25310,1
04803636,23345320,34,Female,Natural causes,2194,Auto,Unknown,Material only,2564.5,2
14504411,75526967,52,Female,Natural causes,65,Auto,No,Material only,2346,1
96084838,06933169,44,Male,Other driver error,941,Auto,Unknown,Injury only,42481,1
65890405,54555185,59,Female,Natural causes,8785,Auto,No,Material only,1050,1
19388775,87721184,71,Female,Driver error,474,Auto,Unknown,Material only,1060,1
65788436,28151745,38,Male,Other causes,1246,Auto,No,Material only,1560,1
80936480,28276452,47,Female,Other causes,1654,Auto,No,Material only,2110,5
24034708,27050191,58,Male,Other causes,4072,Auto,No,Material only,2806,1
44980716,29213480,62,Male,Driver error,494,Auto,Unknown,Material only,2390,1
18123141,46279252,36,Male,Natural causes,2411,Auto,Unknown,Material only,2323,3
13245093,26206946,58,Female,Driver error,6676,Auto,No,Material and injury,38830,1
74461577,01473317,47,Female,Other driver error,1169,Auto,No,Material only,2840,3
00202858,67380731,59,Female,Other driver error,9341,Auto,Unknown,Material only,1830,1
32046905,19116923,50,Female,Driver error,1668,Home,No,Material only,1897.5,1
74107605,00594406,27,Male,Other causes,564,Auto,No,Material and injury,14500,3
70319190,54074997,74,Male,Driver error,10768,Auto,No,Material only,2110,1
77081718,00920857,27,Female,Other causes,308,Auto,No,Material only,2950,2
79388921,98961331,28,Female,Crime,1345,Auto,Yes,Material only,2311.5,1
28125764,08874429,69,Male,Driver error,5129,Auto,Unknown,Material and injury,25190,1
79226537,84576819,45,Female,Other causes,6744,Auto,No,Injury only,19070,3
99882249,09489984,31,Male,Other causes,568,Auto,Unknown,Injury only,13020,1
73289452,41467679,32,Male,Other driver error,491,Auto,No,Injury only,41089.5,3
92660921,60486777,43,Male,Other causes,4770,Auto,No,Material only,2950,1
52793750,36534640,31,Male,Other driver error,489,Auto,No,Material only,1110,1
33733909,09670389,32,Male,Natural causes,2542,Auto,No,Material only,2390,2
50950234,34898778,63,Female,Other driver error,8628,Auto,Yes,Material only,1110,1
62646063,30969557,71,Female,Other causes,534,Auto,No,Material only,2360,1
71165733,64466005,35,Female,Driver error,3332,Auto,Yes,Injury only,29790,1
40395980,23781398,27,Male,Driver error,1430,Home,Yes,Material and injury,19980,5
53351584,32903028,28,Male,Driver error,2270,Auto,No,Material only,2830,1
91222804,98255071,35,Male,Other driver error,463,Auto,No,Material and injury,29670,1
24139441,57456862,69,Male,Driver error,4979,Auto,Yes,Material and injury,15480,4
82051783,85724226,23,Female,Natural causes,763,Auto,Unknown,Injury only,29880,2
56595082,53064334,39,Male,Driver error,1532,Auto,No,Material only,1410,3
85181232,28530676,65,Male,Natural causes,9552,Auto,Unknown,Injury only,35120,1
99218514,28354690,52,Female,Other driver error,546,Auto,Unknown,Injury only,27750,1
70957717,38625619,77,Female,Other driver error,6196,Auto,No,Injury only,37400,1
24612820,81120620,60,Female,Natural causes,5059,Auto,No,Material only,1800,1
27977045,70535303,28,Female,Other causes,1226,Auto,No,Material only,2230,1
54579649,42980672,42,Female,Natural causes,428,Auto,Yes,Injury only,23180,4
71586054,85371464,39,Male,Natural causes,3052,Auto,Unknown,Material only,2820,1
65139453,64853465,56,Female,Natural causes,8223,Auto,No,Material only,1230,1
26778043,26057315,76,Male,Driver error,2609,Auto,Unknown,Material and injury,41411.5,2
57747673,91388748,44,Female,Other driver error,1944,Auto,Yes,Material and injury,34090,3
51075098,21541216,72,Male,Driver error,6172,Auto,No,Material and injury,38170,1
95097622,06924653,30,Female,Crime,1188,Auto,No,Material only,2380,4
29672746,76480174,27,Female,Natural causes,1087,Auto,No,Material only,2870,1
68074441,92771974,24,Male,Other causes,1348,Auto,Unknown,Material only,1242,1
49795651,30056946,78,Female,Crime,6865,Home,No,Material only,2870,1
10158651,07110752,66,Male,Other causes,1118,Auto,Yes,Injury only,21712,1
79840486,37113398,33,Female,Other causes,831,Auto,Unknown,Material only,2507,1
16020445,95407661,42,Female,Natural causes,1067,Auto,Unknown,Material and injury,27496.5,1
93203131,30579788,21,Male,Driver error,3,Auto,No,Material and injury,24750,1
62716395,31916718,20,Female,Driver error,74,Auto,No,Injury only,28400,1
29319108,63917703,46,Male,Crime,3247,Auto,No,Material only,2771.5,1
52444177,43170044,56,Male,Other driver error,3089,Auto,Yes,Material only,2495.5,1
25174796,25187202,18,Female,Natural causes,8,Auto,Unknown,Material and injury,20941.5,1
23852627,42871560,23,Female,Other causes,607,Auto,No,Material only,1794,1
64705754,68534325,62,Female,Other driver error,5905,Auto,Yes,Material and injury,35610,1
53086060,55236756,18,Male,Driver error,3,Home,No,Material only,3323.5,1
65945836,64068270,44,Female,Other driver error,2810,Auto,Yes,Injury only,32370,1
50329290,22772348,56,Female,Other driver error,913,Auto,Unknown,Material and injury,17880,1
17309872,65933518,47,Female,Other driver error,215,Auto,Yes,Material and injury,35788,1
15069682,76511645,38,Male,Driver error,1736,Auto,No,Material and injury,40687,3
37113499,17429769,79,Male,Driver error,4522,Auto,No,Injury only,25290,1
33464166,87286300,51,Female,Other driver error,3395,Auto,Yes,Injury only,17620,1
71309318,17351921,52,Female,Other causes,4794,Auto,Yes,Material and injury,15100,2
49405215,33888509,66,Male,Other causes,7720,Auto,No,Material only,1680,1
31082271,94935213,52,Male,Natural causes,806,Auto,Unknown,Material and injury,15240,1
35516620,76685269,63,Female,Natural causes,4259,Auto,No,Material only,1780,5
74697703,13531100,78,Male,Driver error,2060,Auto,No,Material only,1370,1
50537242,86052767,44,Female,Other causes,3666,Auto,Unknown,Injury only,33936.5,5
10539884,24630627,48,Male,Other causes,4825,Auto,Unknown,Material and injury,37990,2
85857119,36071601,44,Female,Crime,1993,Auto,Unknown,Material only,2392,1
42962877,77880462,30,Female,Natural causes,2283,Auto,No,Material only,2310,1
83925316,76993423,66,Male,Other causes,8757,Auto,Yes,Material only,2970,1
80682804,95808379,31,Male,Driver error,1370,Auto,Unknown,Material only,2484,2
78930482,21155597,42,Male,Other causes,703,Home,Unknown,Material only,1030,1
87540468,09518939,57,Female,Other driver error,4873,Auto,Yes,Material and injury,37470,1
63962899,43635122,34,Female,Other causes,1935,Auto,Yes,Injury only,36270,1
18585413,40817819,32,Female,Other causes,943,Auto,Yes,Injury only,37080,1
50582170,13431627,61,Male,Driver error,745,Auto,No,Material only,1950,4
25814859,71228360,67,Female,Crime,4680,Auto,No,Material only,1960,1
32270508,47247478,59,Female,Other driver error,5325,Auto,Yes,Injury only,36930,1
05258848,22412690,19,Female,Natural causes,8,Home,Yes,Injury only,34410,1
13303697,14128928,64,Male,Driver error,6854,Auto,No,Material only,1495,3
26132816,71583608,35,Female,Other causes,2060,Home,Unknown,Material and injury,23471.5,1
58261796,94366484,24,Male,Crime,135,Auto,No,Material only,2770,1
65294327,08043901,77,Male,Driver error,10590,Auto,Yes,Material and injury,24860,1
33416129,43530901,58,Male,Driver error,1407,Auto,Unknown,Material and injury,31620,1
51073905,89892102,47,Female,Other causes,3058,Auto,No,Material only,1950,2
12054763,85836993,51,Female,Crime,3640,Auto,No,Material and injury,27450,2
36431036,80729251,64,Female,Natural causes,6971,Auto,Unknown,Material only,2180,1
01588021,26482333,61,Male,Other driver error,4254,Auto,Yes,Material and injury,24050,4
83038955,77560879,29,Male,Driver error,797,Auto,Yes,Injury only,28410,1
51758406,68154627,50,Male,Driver error,1588,Auto,Unknown,Injury only,20340,1
55008700,30002956,41,Male,Other causes,2841,Auto,No,Material only,3047.5,1
68388724,74618751,50,Female,Other driver error,1944,Auto,Unknown,Injury only,23023,1
40075827,47336212,40,Male,Crime,819,Home,No,Material only,2960,1
83589339,03364678,56,Male,Other causes,4665,Auto,No,Material only,1610,1
80428445,76538715,47,Female,Other causes,2673,Auto,No,Material and injury,40700,1
74774103,01541513,32,Male,Other driver error,1151,Auto,Unknown,Material only,2700,2
14774217,66167748,39,Female,Other causes,3045,Auto,No,Material only,1770,1
49962004,42888962,66,Female,Other causes,2777,Auto,Yes,Material and injury,22660,1
22730844,77958694,25,Male,Other driver error,323,Auto,Unknown,Material and injury,16380,1
62475078,20349939,22,Male,Natural causes,8,Auto,Unknown,Material only,2208,1
81346919,11901164,42,Female,Other causes,429,Auto,Unknown,Material only,2790,1
11335731,04823289,69,Male,Other driver error,8595,Auto,Unknown,Injury only,16670,1
00114035,49341571,55,Female,Other driver error,1359,Auto,Yes,Injury only,33442,1
60619737,75673249,42,Female,Other causes,1792,Auto,No,Material only,2810,1
56205604,49322875,48,Male,Other causes,3863,Auto,No,Material only,2750,1
59766851,43497090,23,Male,Crime,51,Auto,Unknown,Material only,1403,2
24401844,21512179,20,Female,Other driver error,3,Auto,Unknown,Material and injury,20447,1
17224608,17043562,45,Female,Other driver error,4021,Auto,Unknown,Injury only,23630,1
05174457,75949833,31,Male,Natural causes,931,Home,Yes,Material and injury,37580,1
36554973,62533185,56,Female,Other causes,3791,Auto,Yes,Material and injury,44585.5,7
43464793,48849022,62,Female,Other driver error,6075,Auto,Unknown,Injury only,34937,1
17137675,42064244,28,Female,Driver error,800,Auto,Yes,Material and injury,38790,1
75847783,46607201,75,Female,Other causes,8403,Auto,No,Material only,2230,1
07312269,09864550,46,Female,Other causes,2635,Auto,Unknown,Material only,3369.5,6
64781005,16148126,43,Male,Natural causes,2880,Auto,No,Material only,3231.5,2
66424517,29251247,73,Male,Driver error,5044,Auto,No,Injury only,27690,1
95279488,10287036,25,Male,Other driver error,1007,Auto,No,Material only,2140,1
12005801,10684509,26,Female,Other causes,2,Auto,No,Injury only,38663,4
31352583,20047300,57,Male,Driver error,2498,Auto,No,Material only,1110,3
51159497,10297409,43,Female,Other driver error,3275,Auto,Yes,Material and injury,24790,1
57391844,94645079,44,Female,Other causes,720,Auto,No,Material only,2410,1
98869324,11689040,28,Male,Driver error,172,Auto,No,Material only,2160,2
15828920,80464339,77,Female,Other driver error,8327,Auto,No,Material only,1920,3
31925457,23954114,64,Female,Other driver error,3035,Auto,No,Injury only,34090,1
61366922,13157687,27,Female,Other causes,216,Auto,Yes,Material and injury,42366,5
49248298,24324432,57,Female,Crime,829,Auto,No,Material only,2650,1
49563502,40090512,40,Female,Other causes,5108,Home,No,Material only,2047,2
53668556,49976602,63,Male,Driver error,6105,Home,Yes,Material and injury,18840,1
43659552,30532046,21,Male,Driver error,251,Auto,Yes,Material and injury,31590,3
83514885,85021731,23,Female,Other causes,324,Auto,No,Material only,1930,1
82524058,88565341,32,Male,Other driver error,40,Auto,No,Material only,2310,1
15515336,53313889,29,Female,Other causes,897,Auto,No,Material only,2080,1
05147376,95286192,56,Female,Other causes,6539,Home,Unknown,Injury only,17664,2
72382115,61576233,64,Female,Other causes,3611,Auto,No,Material only,1219,1
12118214,01618514,28,Male,Driver error,1371,Auto,No,Material only,1240,1
40822158,24301445,19,Female,Driver error,4,Auto,No,Material only,1330,1
41151489,09733402,57,Male,Other causes,3076,Home,No,Material only,2110,1
04063409,02597854,33,Male,Driver error,64,Auto,No,Material only,2020,1
27490337,61320673,34,Male,Other causes,1201,Auto,Yes,Injury only,26960,1
09058778,48358246,56,Male,Other causes,2266,Auto,Yes,Material and injury,17250,1
25807332,22011795,75,Female,Natural causes,8707,Auto,Yes,Material and injury,27260,2
76074010,62796212,26,Female,Other driver error,949,Auto,No,Material only,2040,6
86899245,37983955,45,Female,Other driver error,5390,Auto,Unknown,Material only,2920,1
48546072,70656022,47,Female,Other driver error,5648,Auto,No,Material only,2560,1
03963498,07900224,61,Female,Driver error,2300,Auto,No,Material only,1780,1
06327311,40595863,79,Male,Driver error,2999,Auto,No,Material only,2480,1
47752178,34901831,65,Female,Natural causes,8963,Auto,No,Material only,1380,3
90414617,07935350,52,Female,Other causes,7470,Auto,Unknown,Injury only,35320,4
02171643,08568950,68,Female,Other causes,4316,Auto,No,Material only,2231,1
69485518,04894512,57,Male,Other causes,5785,Auto,Unknown,Material and injury,39525.5,4
98526533,73090429,26,Female,Other driver error,1128,Auto,No,Material only,1010,2
13382661,75803542,67,Female,Natural causes,4232,Auto,No,Material only,1780,1
37634264,69862883,59,Male,Driver error,1158,Auto,No,Material only,2600,1
31635893,72123009,40,Female,Natural causes,2264,Auto,Unknown,Material only,1320,1
71363549,20293088,38,Female,Crime,3629,Home,Unknown,Material only,2886.5,2
00123783,96382273,32,Female,Other driver error,690,Auto,No,Material and injury,31200,1
94099313,39827086,50,Male,Other causes,4517,Auto,No,Material only,2541.5,3
90136725,00983063,57,Female,Driver error,506,Auto,Unknown,Material and injury,41549.5,4
70669803,48291891,40,Male,Other driver error,2652,Auto,Unknown,Material and injury,41810,1
13831459,47525584,27,Male,Crime,1791,Home,No,Material only,2050,1
58439272,12896832,31,Male,Driver error,961,Auto,No,Material only,2270,3
53824917,58845862,21,Female,Other causes,471,Auto,No,Material only,1200,1
